id,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,FID_1,osm_id_1,code_1,fclass_1,name_1,ref_1,oneway_1,maxspeed_1,layer_1,bridge_1,tunnel_1,Cartier,geometry
0,25984482,5114,secondary,,CW 16,F,40,0,F,F,493,25984482,5114,secondary,,CW 16,F,40,0.0,F,F, ,"LINESTRING (3.2026061 36.7182089, 3.2020608 36.7175211, 3.201533 36.7167945, 3.2013983 36.7166565, 3.2012534 36.7165388)"
1,25984503,5114,secondary,Boulevard Kada Rezig,CW 16,F,40,0,F,F,495,25984503,5114,secondary,Boulevard Kada Rezig,CW 16,F,40,0.0,F,F, ,"LINESTRING (3.1918696 36.7129083, 3.191906 36.7129718, 3.19195 36.7130327, 3.1920623 36.7131531, 3.192125 36.7132159, 3.1922778 36.7133279, 3.1924077 36.7134128, 3.1925079 36.7134645, 3.1925911 36.7135001, 3.1926388 36.7135192, 3.1947859 36.714194, 3.1949678 36.7142503, 3.1964347 36.7147045, 3.1970269 36.7148851, 3.1971911 36.714947, 3.1972706 36.7149796, 3.1974892 36.7150944, 3.1976342 36.7151627)"
2,25984732,5114,secondary,Rue Amar El Adlani,,F,0,0,F,F,500,25984732,5114,secondary,Rue Amar El Adlani,,F,0,0.0,F,F, ,"LINESTRING (3.1764167 36.7251044, 3.1764993 36.7250141, 3.1765796 36.7248833, 3.1767684 36.7246196, 3.1770844 36.7242089, 3.1774029 36.7237899, 3.1775393 36.7236104, 3.177977 36.7229912, 3.1783976 36.7223996, 3.178711 36.7219459, 3.1790413 36.7214983, 3.1794079 36.7209651, 3.1801025 36.719955, 3.1802071 36.7198303, 3.1803331 36.7197034, 3.1804619 36.7196153, 3.1806228 36.7195185, 3.1810326 36.7192672, 3.1811355 36.7192095, 3.1812031 36.7191587)"
3,25985006,5112,trunk,Pont Dar ElBaida,RN 5,F,60,1,T,F,507,25985006,5112,trunk,Pont Dar ElBaida,RN 5,F,60,1.0,T,F, ,"LINESTRING (3.1965067 36.7252755, 3.1968164 36.7253006, 3.1972134 36.7253534)"
4,25985012,5112,trunk,,RN 5,F,60,0,F,F,508,25985012,5112,trunk,,RN 5,F,60,0.0,F,F, ,"LINESTRING (3.1961504 36.7253365, 3.1959408 36.7253411, 3.1955705 36.7253457, 3.1952558 36.725357, 3.195009 36.7253795, 3.1943835 36.725456, 3.1940078 36.7255122, 3.1934829 36.7255978, 3.1931946 36.7256449, 3.1928135 36.725707, 3.1925391 36.7257518, 3.1923703 36.7257792, 3.1913763 36.7259408, 3.1909093 36.7260138, 3.190447 36.7260699, 3.1902788 36.7260886, 3.190029 36.7261092, 3.1896507 36.7261429, 3.1892771 36.726171, 3.1873069 36.7262604, 3.186852 36.7262608, 3.1860436 36.7262316, 3.185328 36.7261706, 3.1847162 36.7261082, 3.1840439 36.7260471, 3.1831545 36.7259523, 3.1830495 36.7259414)"
5,25985055,5131,motorway_link,Branchement N5-N5E,,F,40,0,F,F,510,25985055,5131,motorway_link,Branchement N5-N5E,,F,40,0.0,F,F, ,"LINESTRING (3.1961504 36.7253365, 3.1959191 36.7253833, 3.1957689 36.7254231, 3.1956321 36.7254919, 3.1955194 36.7255886, 3.1954483 36.7257069, 3.1954189 36.7258326, 3.1954349 36.7259649, 3.195514 36.7261045, 3.1956213 36.7262056, 3.1957649 36.7262841, 3.1959244 36.7263195, 3.1961041 36.7263239, 3.196316 36.7262637, 3.1964635 36.7261669, 3.1965467 36.7260594, 3.1965976 36.7259176, 3.1966846 36.7254577)"
6,25985070,5131,motorway_link,Branchement N5-N5E,,F,40,0,F,F,511,25985070,5131,motorway_link,Branchement N5-N5E,,F,40,0.0,F,F, ,"LINESTRING (3.194617 36.7253518, 3.1948181 36.7252748, 3.1950052 36.7251992, 3.1952423 36.7250738, 3.1955114 36.7249084, 3.1958921 36.7246239, 3.1959599 36.7245699, 3.1965258 36.7241191, 3.1969095 36.7237898, 3.1973068 36.7234401, 3.1979673 36.7229622)"
7,25985084,5131,motorway_link,,RN 5E,F,40,0,F,F,513,25985084,5131,motorway_link,,RN 5E,F,40,0.0,F,F, ,"LINESTRING (3.1929975 36.7295293, 3.1933246 36.7295956, 3.1935464 36.7296161, 3.1937878 36.7296025, 3.1940341 36.7295515, 3.1942655 36.72947, 3.1946999 36.7292951, 3.1948588 36.7292383, 3.1951164 36.7291996, 3.1953844 36.7291693, 3.1956442 36.7291495, 3.1958188 36.7291163, 3.1959402 36.7290784, 3.1960258 36.7290383, 3.1961062 36.7289933, 3.1961796 36.7289458, 3.1962502 36.7288879, 3.1963111 36.7288158, 3.196356 36.7287494, 3.1963976 36.7286705, 3.1964403 36.7285832, 3.1964642 36.7285019, 3.1965348 36.728112)"
8,25985094,5131,motorway_link,,,F,30,0,F,F,515,25985094,5131,motorway_link,,,F,30,0.0,F,F, ,"LINESTRING (3.196433 36.7297483, 3.196405 36.7295873, 3.1963257 36.7294466, 3.1962368 36.7293852, 3.1960827 36.7293291, 3.1956794 36.7293008, 3.1953062 36.7292858, 3.1949853 36.7293403, 3.1948499 36.7294114, 3.1947391 36.7295355, 3.1947014 36.729605, 3.1946771 36.7296772, 3.1946611 36.7297845, 3.1946763 36.7298873, 3.1947438 36.7300328, 3.1948312 36.7301263, 3.19499 36.730261)"
9,25985143,5131,motorway_link,,,F,60,0,F,F,518,25985143,5131,motorway_link,,,F,60,0.0,F,F, ,"LINESTRING (3.196064 36.7345315, 3.1959843 36.7335645, 3.1959585 36.733083, 3.1959328 36.7324845, 3.1958899 36.7320305, 3.1957869 36.7317347, 3.1955894 36.7313839, 3.1953405 36.7310812, 3.1950659 36.7308405, 3.1948265 36.7306915, 3.1946057 36.7305789, 3.194126 36.7303247)"
10,25985243,5113,primary,Rue Colonel Amirouche,RN 24B,B,40,0,F,F,528,25985243,5113,primary,Rue Colonel Amirouche,RN 24B,B,40,0.0,F,F, ,"LINESTRING (3.1839178 36.7324707, 3.1841022 36.733291, 3.1841181 36.7333717, 3.1841414 36.7334833, 3.1841979 36.7336965, 3.1842668 36.7340667, 3.1843635 36.734661, 3.184382 36.7347683, 3.1846178 36.7361599)"
11,25985293,5114,secondary,,,B,0,0,F,F,529,25985293,5114,secondary,,,B,0,0.0,F,F, ,"LINESTRING (3.1789246 36.7358248, 3.1794322 36.7359693, 3.1801353 36.7361972, 3.1805503 36.7363305, 3.181021 36.7364953, 3.1814963 36.7366206, 3.1828242 36.737002, 3.1829742 36.7370423, 3.1835891 36.7372331, 3.1838105 36.7373197, 3.1839575 36.7373911, 3.1841549 36.7375095, 3.184342 36.7376322)"
12,26202166,5113,primary,,RN 24B,F,40,0,F,F,794,26202166,5113,primary,,RN 24B,F,40,0.0,F,F, ,"LINESTRING (3.1835093 36.7294366, 3.1834811 36.7291803, 3.1834811 36.7289144, 3.1834811 36.7288707)"
13,26202170,5131,motorway_link,,,F,40,0,F,F,795,26202170,5131,motorway_link,,,F,40,0.0,F,F, ,"LINESTRING (3.1834811 36.7288707, 3.1834194 36.7286214, 3.1833475 36.7284591, 3.1832338 36.7282656, 3.1830908 36.728105, 3.1828913 36.7279868, 3.1828064 36.7279588, 3.1826273 36.7279089, 3.1822037 36.7278287)"
14,26202175,5131,motorway_link,,,F,40,0,F,F,796,26202175,5131,motorway_link,,,F,40,0.0,F,F, ,"LINESTRING (3.185243 36.7279844, 3.1848327 36.7280415, 3.1846272 36.7280902, 3.1844825 36.7281538, 3.1843517 36.7282511, 3.1842391 36.7284079, 3.1842173 36.7284388, 3.1841042 36.7285992, 3.1839594 36.7287714, 3.1837902 36.7288883, 3.1836841 36.7289572, 3.1836135 36.7289992, 3.1835245 36.7290636)"
15,26202178,5115,tertiary,Boulevard des frères Djakonun,,F,0,0,F,F,797,26202178,5115,tertiary,Boulevard des frères Djakonun,,F,0,0.0,F,F,Cite Ahmed Djoumai (AADL),"LINESTRING (3.188491 36.7205779, 3.1886072 36.7205383, 3.1897383 36.7199133, 3.1898778 36.7198187, 3.1900124 36.7197129, 3.1908354 36.7188608, 3.1911421 36.7187551)"
16,26202182,5132,trunk_link,,,F,40,0,F,F,798,26202182,5132,trunk_link,,,F,40,0.0,F,F, ,"LINESTRING (3.1851376 36.7260953, 3.1852091 36.726066, 3.185267 36.7260411, 3.1853351 36.7259923, 3.1853706 36.7259427, 3.1853949 36.725881, 3.1854367 36.7255322, 3.1854283 36.7254315, 3.1854013 36.725369, 3.1853677 36.7253149, 3.1853009 36.7252607, 3.1852054 36.7252218, 3.1851275 36.7252003, 3.185054 36.7251859, 3.1849804 36.725179, 3.1848949 36.7251854)"
17,26202190,5132,trunk_link,,,F,40,0,F,F,799,26202190,5132,trunk_link,,,F,40,0.0,F,F, ,"LINESTRING (3.1849372 36.7249934, 3.1849799 36.7250399, 3.1850179 36.725066, 3.185206 36.7251174, 3.1852978 36.7251443, 3.1853743 36.7251836, 3.185432 36.7252229, 3.1854755 36.7252697, 3.1855082 36.7253148, 3.1855315 36.7253665, 3.1855423 36.7254131, 3.1855512 36.725478, 3.1855426 36.7255987, 3.185522 36.7257948, 3.1855097 36.725943, 3.1855125 36.7260165, 3.1855252 36.7260588, 3.1855586 36.7260931, 3.1856065 36.7261151, 3.1857696 36.7261612)"
18,26202390,5113,primary,,,B,30,0,F,F,800,26202390,5113,primary,,,B,30,0.0,F,F, ,"LINESTRING (3.176966 36.7155037, 3.1769949 36.7155203, 3.1770168 36.7155427, 3.17703 36.7155692, 3.1770334 36.7155975, 3.1770268 36.7156255, 3.1770106 36.7156509, 3.1769862 36.7156716, 3.1769555 36.715686, 3.1769211 36.715693, 3.1768855 36.7156919, 3.1768518 36.7156828, 3.1768257 36.7156687, 3.1768052 36.7156505, 3.1767909 36.7156288, 3.176783 36.7156007, 3.1767854 36.715572, 3.1767978 36.715545, 3.1768193 36.7155219, 3.1768481 36.7155046, 3.1768818 36.7154946, 3.1769176 36.7154926, 3.1769338 36.7154937, 3.176966 36.7155037)"
19,28774707,5113,primary,Route de Bab Ezzouar,RN 24B,F,40,0,F,F,2416,28774707,5113,primary,Route de Bab Ezzouar,RN 24B,F,40,0.0,F,F, ,"LINESTRING (3.17703 36.7155692, 3.1770712 36.7156039, 3.177091 36.7156218, 3.1771094 36.7156408, 3.177163 36.7157029, 3.1772125 36.7157722, 3.1772681 36.7158385, 3.1773295 36.7159015, 3.1775828 36.7161211, 3.177611 36.7161441, 3.1801851 36.7182406, 3.180655 36.7186241, 3.1811984 36.7190119, 3.1812802 36.7190743, 3.1813535 36.7191)"
20,28774756,5114,secondary,طريق مفتاح,CW 118,B,40,0,F,F,2419,28774756,5114,secondary,طريق مفتاح,CW 118,B,40,0.0,F,F, ,"LINESTRING (3.1675152 36.7064574, 3.1682071 36.7063179, 3.1690213 36.7061519, 3.1692656 36.7061011, 3.1694323 36.7060554, 3.1705054 36.7056416, 3.1706731 36.7055783, 3.1706938 36.7055707, 3.1715269 36.7052648, 3.1719504 36.7050975, 3.1721697 36.7050192, 3.1722559 36.7049442, 3.172299 36.7048591, 3.1722937 36.704735, 3.1722815 36.7046828, 3.1721879 36.7042802)"
21,29224153,5114,secondary,Boulevard Saâl Bouzid,,F,0,0,F,F,3681,29224153,5114,secondary,Boulevard Saâl Bouzid,,F,0,0.0,F,F,Cite 08 mai 1945 (SORECAL),"LINESTRING (3.1846787 36.7365908, 3.1847379 36.7365833, 3.1847962 36.7365759, 3.1848375 36.7365707, 3.1848912 36.7365639, 3.1851741 36.7365187, 3.1853511 36.7364856, 3.1855229 36.7364477, 3.1856727 36.7364011, 3.1857844 36.7363563, 3.1858875 36.7363022, 3.1860177 36.7362091, 3.1861719 36.7360962, 3.1864563 36.7358761, 3.1870208 36.7354148, 3.1872771 36.7352064)"
22,29224163,5114,secondary,Boulevard Saâl Bouzid,,F,0,0,F,F,3682,29224163,5114,secondary,Boulevard Saâl Bouzid,,F,0,0.0,F,F,Cite 08 mai 1945 (SORECAL),"LINESTRING (3.1928947 36.7373031, 3.1926126 36.737276, 3.1923361 36.7372069, 3.1922284 36.7371646, 3.1921357 36.7371139, 3.1918007 36.7368357, 3.1911144 36.7362931, 3.1909824 36.7361853, 3.190666 36.7359171, 3.1903095 36.7356187, 3.1898248 36.7352088, 3.1894131 36.7348837, 3.1892872 36.7347791, 3.1891569 36.7346908, 3.1890432 36.7346366, 3.1889404 36.7346008, 3.1888264 36.7345694, 3.1887005 36.7345594, 3.1885999 36.734567, 3.1885105 36.7345806)"
23,30291498,5115,tertiary,طريق باب الزوار,,B,60,0,F,F,5486,30291498,5115,tertiary,طريق باب الزوار,,B,60,0.0,F,F, ,"LINESTRING (3.1650672 36.707192, 3.1658059 36.7089331, 3.166039 36.7094578, 3.1661704 36.7097516, 3.1662157 36.7098213, 3.1662717 36.7098815, 3.166338 36.7099335, 3.1664318 36.7099852, 3.1665202 36.7100173, 3.1676258 36.7103471, 3.1676788 36.7103649, 3.1677413 36.7103888, 3.1679339 36.7104919, 3.1679645 36.7105076, 3.167994 36.7105207, 3.1680324 36.7105354, 3.1686582 36.7107101, 3.1686953 36.7107219, 3.1687267 36.7107344, 3.1687573 36.7107491, 3.168784 36.7107643, 3.1688186 36.710788)"
24,30292025,5122,residential,Route de B Cimetière El Alia,,B,0,0,F,F,5547,30292025,5122,residential,Route de B Cimetière El Alia,,B,0,0.0,F,F, ,"LINESTRING (3.1750149 36.714161, 3.1749428 36.7142118, 3.1747578 36.7143422, 3.1747102 36.7143787, 3.1746599 36.714411, 3.1730355 36.7152887, 3.1729858 36.7153025, 3.1729439 36.7153078, 3.1728956 36.7153072, 3.1728522 36.7153005, 3.1728107 36.715288, 3.1722962 36.7151677, 3.1721422 36.7151488, 3.172018 36.7151416, 3.1718905 36.7151417, 3.1714518 36.7151393, 3.1713768 36.7151506, 3.1712964 36.7151678, 3.1711474 36.7152134)"
25,30316198,5124,pedestrian,,,B,0,0,F,F,5715,30316198,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.1756234 36.7160293, 3.1754062 36.7162357, 3.1748724 36.7167023, 3.1746122 36.7169689, 3.1737941 36.7177505, 3.173813 36.7177483)"
26,30316216,5124,pedestrian,,,B,0,0,F,F,5716,30316216,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.1746826 36.7165741, 3.1748724 36.7167023, 3.1752171 36.7169399, 3.175319 36.7170169, 3.1753807 36.7170635, 3.1754973 36.7171452, 3.1757481 36.7173129, 3.1759588 36.7174043)"
27,30316223,5124,pedestrian,,,B,0,0,F,F,5717,30316223,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.1749314 36.7171775, 3.1742206 36.7178236)"
28,30316229,5124,pedestrian,,,B,0,0,F,F,5718,30316229,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.1737941 36.7177505, 3.1740986 36.7179225, 3.1742206 36.7178236, 3.1745472 36.7180568, 3.1749776 36.7183035, 3.1753069 36.7184514)"
29,30316258,5124,pedestrian,,,B,0,0,F,F,5719,30316258,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.1746122 36.7169689, 3.1749314 36.7171775, 3.1749983 36.7172195, 3.1751257 36.7173045, 3.1748172 36.7176107, 3.1749288 36.7176932, 3.1745472 36.7180568)"
30,30316270,5124,pedestrian,,,B,0,0,F,F,5721,30316270,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.175728 36.7164454, 3.1752171 36.7169399)"
31,30316280,5124,pedestrian,,,B,0,0,F,F,5722,30316280,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.1749776 36.7183035, 3.1757481 36.7173129)"
32,30316307,5124,pedestrian,,,B,0,0,F,F,5723,30316307,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.1760324 36.7166615, 3.175728 36.7164454, 3.1754062 36.7162357)"
33,30316311,5124,pedestrian,,,B,0,0,F,F,5725,30316311,5124,pedestrian,,,B,0,0.0,F,F,Lotissement El Djorf,"LINESTRING (3.1760324 36.7166615, 3.1754973 36.7171452)"
34,30316566,5141,service,,,B,0,0,F,F,5729,30316566,5141,service,,,B,0,0.0,F,F, ,"LINESTRING (3.1768257 36.7156687, 3.1767333 36.7159096, 3.1766099 36.7161601, 3.1765616 36.7162321, 3.1765227 36.7162407, 3.1764751 36.7162259, 3.1763779 36.7161956, 3.1762598 36.7161311, 3.1760171 36.7159773, 3.1756175 36.7157096, 3.1755652 36.7156699, 3.1755558 36.7156559, 3.1755551 36.7156425, 3.1755665 36.7156215)"
35,30316737,5122,residential,Rue Hocine Bensebaa,,B,30,0,F,F,5730,30316737,5122,residential,Rue Hocine Bensebaa,,B,30,0.0,F,F,498 logts,"LINESTRING (3.174653 36.7228934, 3.1748875 36.7226787, 3.1751602 36.7224661, 3.1761637 36.7215659, 3.1766108 36.7212037)"
36,30316772,5141,service,,,B,0,0,F,F,5731,30316772,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1763604 36.7210456, 3.1766108 36.7212037)"
37,30316805,5122,residential,Rue Mouloud Touati,,B,30,0,F,F,5732,30316805,5122,residential,Rue Mouloud Touati,,B,30,0.0,F,F,BOUSHAKI A,"LINESTRING (3.1704065 36.7216604, 3.1707757 36.7217797, 3.1726033 36.722315, 3.1728274 36.7223966, 3.1740145 36.7226963)"
38,30316847,5122,residential,,,B,30,0,F,F,5733,30316847,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1761637 36.7215659, 3.1758902 36.7215931, 3.1756392 36.7215168, 3.1752875 36.7213996, 3.1750413 36.7213509, 3.1747897 36.7213404, 3.1746738 36.7213794)"
39,30316883,5141,service,,,B,0,0,F,F,5734,30316883,5141,service,,,B,0,0.0,F,F,498 logts,"LINESTRING (3.1756392 36.7215168, 3.174697 36.7223716, 3.1746666 36.7224479, 3.174701 36.7225167, 3.1748875 36.7226787)"
40,30316886,5122,residential,,,B,30,0,F,F,5735,30316886,5122,residential,,,B,30,0.0,F,F,498 logts,"LINESTRING (3.1787062 36.7201533, 3.1780209 36.7199384, 3.1772068 36.7200603)"
41,30316920,5141,service,,,B,0,0,F,F,5736,30316920,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.177101 36.718573, 3.1776479 36.7189519, 3.1776855 36.7189691, 3.1777582 36.7189719)"
42,30316946,5141,service,,,B,0,0,F,F,5737,30316946,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1767636 36.7191237, 3.1773529 36.7195475, 3.1773851 36.7195668, 3.1774448 36.7195826)"
43,30316951,5141,service,,,B,0,0,F,F,5738,30316951,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1770488 36.7182161, 3.177671 36.7176754)"
44,30316965,5141,service,,,B,0,0,F,F,5739,30316965,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1763362 36.7181092, 3.1766018 36.7178731, 3.1771929 36.7173416)"
45,30316968,5141,service,,,B,0,0,F,F,5740,30316968,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1761541 36.7180436, 3.1759541 36.7178929, 3.1758067 36.7177879)"
46,30316980,5141,service,,,B,0,0,F,F,5741,30316980,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1759158 36.7186358, 3.1754635 36.7183445)"
47,30316994,5141,service,,,B,0,0,F,F,5742,30316994,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1756498 36.7191656, 3.1751577 36.7188446)"
48,30317026,5141,service,,,B,0,0,F,F,5743,30317026,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1760285 36.7194168, 3.1755593 36.7198545)"
49,30317036,5141,service,,,B,0,0,F,F,5744,30317036,5141,service,,,B,0,0.0,F,F,CITE EL-DJORF,"LINESTRING (3.1764797 36.7196876, 3.1762094 36.719942)"
50,30317116,5122,residential,,,B,30,0,F,F,5747,30317116,5122,residential,,,B,30,0.0,F,F,300 LOGTS,"LINESTRING (3.1771289 36.7237005, 3.1777612 36.7227981, 3.1783993 36.721822, 3.1790886 36.720834, 3.1795748 36.7201376, 3.1798542 36.7197366)"
51,30317143,5122,residential,,,B,30,0,F,F,5748,30317143,5122,residential,,,B,30,0.0,F,F,498 logts,"LINESTRING (3.1764365 36.7234748, 3.1766016 36.7229887, 3.1766019 36.7229249, 3.1765257 36.7228617, 3.1759544 36.7226987, 3.1751602 36.7224661)"
52,30317151,5141,service,,,B,0,0,F,F,5749,30317151,5141,service,,,B,0,0.0,F,F,498 logts,"LINESTRING (3.1757604 36.7222145, 3.176104 36.7223063, 3.1759544 36.7226987, 3.1761215 36.7229801, 3.1760482 36.7231659)"
53,30317157,5141,service,,,B,0,0,F,F,5750,30317157,5141,service,,,B,0,0.0,F,F,498 logts,"LINESTRING (3.1750487 36.7230224, 3.1752385 36.7228722, 3.1755208 36.7229534, 3.1755201 36.7231736)"
54,30317168,5141,service,,,B,0,0,F,F,5752,30317168,5141,service,,,B,0,0.0,F,F,498 logts,"LINESTRING (3.176941 36.7214766, 3.1768264 36.721807, 3.1767814 36.7219169, 3.1766823 36.7221876, 3.1768674 36.7222396)"
55,30317173,5141,service,,,B,0,0,F,F,5753,30317173,5141,service,,,B,0,0.0,F,F,498 logts,"LINESTRING (3.1768264 36.721807, 3.1764581 36.7217094, 3.1764246 36.7218167, 3.1767814 36.7219169)"
56,30317224,5122,residential,,,B,30,0,F,F,5754,30317224,5122,residential,,,B,30,0.0,F,F,498 logts,"LINESTRING (3.1773299 36.7215736, 3.1775111 36.7211333, 3.1777836 36.7204717, 3.1780209 36.7199384)"
57,30317235,5141,service,,,B,0,0,F,F,5755,30317235,5141,service,,,B,0,0.0,F,F,498 logts,"LINESTRING (3.1775111 36.7211333, 3.1772247 36.7210463, 3.1771926 36.7210276, 3.1771785 36.7210009, 3.1771758 36.7209776, 3.1774548 36.7204053, 3.1774897 36.7203903, 3.1775379 36.7203924, 3.1777836 36.7204717)"
58,30317245,5141,service,,,B,0,0,F,F,5756,30317245,5141,service,,,B,0,0.0,F,F, ,"LINESTRING (3.1780533 36.721249, 3.1778243 36.7216963)"
59,30317291,5141,service,,,B,0,0,F,F,5757,30317291,5141,service,,,B,0,0.0,F,F,498 logts,"LINESTRING (3.17806 36.7196349, 3.1776694 36.7195432, 3.177597 36.7195281, 3.1774855 36.7194993)"
60,30317303,5122,residential,,,B,30,0,F,F,5758,30317303,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki F,"LINESTRING (3.1756035 36.7232034, 3.1754439 36.7235353, 3.1754134 36.7235986, 3.1753115 36.7238104, 3.175279 36.723878, 3.1751827 36.7240782, 3.1751347 36.7241779, 3.1750639 36.7243465, 3.1749243 36.7246153, 3.1747056 36.7249687)"
61,30317445,5122,residential,,,B,30,0,F,F,5759,30317445,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki F,"LINESTRING (3.1691763 36.7243786, 3.1696492 36.7244322, 3.1712266 36.7245863, 3.171447 36.7246143, 3.1730679 36.724795, 3.1737382 36.7248575, 3.1747056 36.7249687, 3.1759121 36.7251089, 3.1759258 36.7250746, 3.1759788 36.7248309, 3.1759622 36.7247657, 3.1760789 36.7245662, 3.1763224 36.7242044)"
62,30317958,5122,residential,,,B,30,0,F,F,5792,30317958,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki B,"LINESTRING (3.1739893 36.7201757, 3.1732992 36.7200784, 3.171778 36.7198543, 3.171699 36.7201932, 3.1715724 36.7207879, 3.1714612 36.7209131, 3.1712406 36.7210369, 3.1712037 36.7210575, 3.1707757 36.7217797, 3.1706207 36.7221058, 3.1703629 36.7226573, 3.1698228 36.7240466, 3.1696996 36.7243324, 3.1696492 36.7244322, 3.1696127 36.7245118)"
63,30318149,5122,residential,,,B,30,0,F,F,5796,30318149,5122,residential,,,B,30,0.0,F,F,BOUSHAKI D,"LINESTRING (3.1706207 36.7221058, 3.171114 36.7222606, 3.1724145 36.7226276, 3.17263 36.7226965)"
64,30318174,5122,residential,,,B,30,0,F,F,5797,30318174,5122,residential,,,B,30,0.0,F,F,BOUSHAKI D,"LINESTRING (3.1712266 36.7245863, 3.1714013 36.72426, 3.1715982 36.7239197, 3.1718158 36.7235778, 3.1720111 36.7232673, 3.1722109 36.7229281, 3.1724145 36.7226276, 3.1726033 36.722315)"
65,30318200,5122,residential,,,B,30,0,F,F,5798,30318200,5122,residential,,,B,30,0.0,F,F,BOUSHAKI D,"LINESTRING (3.171447 36.7246143, 3.1715979 36.7243389, 3.1717948 36.7239936, 3.1720084 36.7236539, 3.1721846 36.7233844, 3.1721959 36.7233691, 3.1724201 36.723011, 3.17263 36.7226965, 3.1728274 36.7223966)"
66,30318217,5122,residential,,,B,0,0,F,F,5799,30318217,5122,residential,,,B,0,0.0,F,F,BOUSHAKI D,"LINESTRING (3.1702882 36.7241097, 3.1703611 36.7239177, 3.1704978 36.7235804, 3.170668 36.723236, 3.1708308 36.7229054, 3.1709821 36.7225784, 3.171114 36.7222606)"
67,30318249,5122,residential,,,B,30,0,F,F,5800,30318249,5122,residential,,,B,30,0.0,F,F,BOUSHAKI D,"LINESTRING (3.1709821 36.7225784, 3.1722109 36.7229281, 3.1724201 36.723011)"
68,30318256,5122,residential,,,B,0,0,F,F,5801,30318256,5122,residential,,,B,0,0.0,F,F,BOUSHAKI D,"LINESTRING (3.1708308 36.7229054, 3.1720111 36.7232673, 3.1721959 36.7233691)"
69,30318263,5122,residential,,,B,0,0,F,F,5802,30318263,5122,residential,,,B,0,0.0,F,F,BOUSHAKI D,"LINESTRING (3.1720084 36.7236539, 3.1718158 36.7235778, 3.170668 36.723236)"
70,30318282,5122,residential,,,B,0,0,F,F,5803,30318282,5122,residential,,,B,0,0.0,F,F,BOUSHAKI D,"LINESTRING (3.1717948 36.7239936, 3.1715982 36.7239197, 3.1704978 36.7235804)"
71,30318295,5122,residential,,,B,0,0,F,F,5804,30318295,5122,residential,,,B,0,0.0,F,F,BOUSHAKI D,"LINESTRING (3.1698228 36.7240466, 3.1702882 36.7241097, 3.1704851 36.7241016, 3.1708185 36.7240845, 3.1714013 36.72426, 3.1715979 36.7243389)"
72,30318450,5122,residential,,,B,30,0,F,F,5805,30318450,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki B,"LINESTRING (3.1738083 36.7204794, 3.1725937 36.720312, 3.171699 36.7201932, 3.1711608 36.7201081)"
73,30318460,5122,residential,,,B,30,0,F,F,5806,30318460,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki B,"LINESTRING (3.1741972 36.7198206, 3.1734097 36.7195123, 3.1724992 36.7193096, 3.1725293 36.7191546)"
74,30318477,5122,residential,,,B,30,0,F,F,5807,30318477,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki B,"LINESTRING (3.1732992 36.7200784, 3.1733533 36.7197357, 3.1734097 36.7195123)"
75,30318494,5122,residential,,,B,30,0,F,F,5808,30318494,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki B,"LINESTRING (3.1720517 36.7195645, 3.1733533 36.7197357)"
76,30318506,5122,residential,,,B,30,0,F,F,5809,30318506,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki B,"LINESTRING (3.1737272 36.7207417, 3.1725185 36.7205896)"
77,30318532,5122,residential,,,B,30,0,F,F,5810,30318532,5122,residential,,,B,30,0.0,F,F,Lotissement Bousshaki B,"LINESTRING (3.1725937 36.720312, 3.1725185 36.7205896, 3.1724821 36.7207546)"
